,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.3649916157262017,-0.1928805905016967,0.19030674986654977,-0.32949505868866585,-0.35912034081300476,0.32550837353433754,0.13241450676721228,0.05418352493265682,0.1508508117542449,-0.36787327929974417,-0.12855537852808938,0.3068185394938638,0.031163117930632343,-0.05884706552093903,0.27501032094352873,0.2838773624098409
1,-0.0428879782562386,-0.4420854388833559,0.2048494314842612,-0.09924364633867709,0.07679188173122739,0.11430654049124901,-0.14732774531934556,-0.4105610929840262,-0.38606877075751395,-0.05161638622474104,0.41009200562382125,-0.09894946103943657,-0.35094338508031103,0.2779500960982372,0.09513757570890653,0.05031074891375606
2,-0.010150485666130943,0.07778636387719211,0.040677270627043446,0.22055179557528198,0.016986277143300265,-0.22615668694639568,0.5129470637676599,0.22278981379457583,-0.054651116113177384,0.23092450447982302,0.22173204931801563,-0.1406211103846696,-0.21378656291453857,-0.05428917433995352,0.4424800640815549,0.45789764866498206
3,0.22164258374038867,0.12108066777038969,0.04486908237121332,0.34625826954571853,-0.22884088622757373,-0.11357991513439226,-0.02609343707615062,0.05154528684603745,0.2890495640659962,-0.1548875422638262,0.40288713995963066,0.30960446469023983,-0.4997644947760162,-0.1319235046210673,-0.21861103401072982,-0.25500541555026485
4,0.4237053023550502,-0.01213940309670859,0.5148512700428499,0.16132394662747346,-0.37213738056777995,-0.256198940047624,-0.1769676084914872,-0.14339351669350892,-0.004220019976951005,0.36372207690188485,-0.0932956347293801,-0.27436012223865935,0.2301458115304914,0.03479593710693126,-0.02045061063676674,-0.04838031043491955
5,0.17662197529036558,0.17683757354425386,-0.12063951354708666,0.0010945358805727074,-0.20616984237556643,0.29902766865255714,0.21296125530569862,0.36749111876648755,-0.10832292560291897,-0.06922042085290327,0.0616009418589584,-0.3125355627684009,-0.04090344256377386,0.6601710275112874,-0.18745630966593715,-0.14147462285411846
6,-0.20158822624936992,-0.1897400369181841,0.5520885707144992,-0.08830907041786822,0.29840624747596456,0.2887127413293199,0.2874334604108956,0.1560171615245324,0.3859324075334011,0.020750938883786603,0.00990286065796638,-0.28045655929541785,-0.07773109295711035,-0.17249846520264958,-0.15066245134375875,-0.2115999732966255
7,0.13096274695258706,-0.07805665227701951,-0.3833803175973514,-0.5180329836978378,-0.19762373944733402,-0.18810646604802242,0.3392109066124958,-0.3547932570710558,0.2613922223659439,0.21940919934976533,0.0685999362183498,-0.24313510027578739,-0.13779210529988795,-0.1033036930486965,-0.1598493225396065,-0.10265844500569025
8,-0.12786476347490666,-0.006742380211749226,0.04319074680023999,0.10721777887565498,0.14253446009169995,-0.23981265711804894,0.03884562663881635,-0.2849752012823229,0.5646717891197788,-0.11186628597804979,0.028128775552749837,0.16186950499485095,0.20199039732928048,0.5818570503190785,0.26746380116015267,-0.02102680180040253
9,-0.026715410583988398,-0.009409979658264862,0.2865673174614883,-0.1648592065855697,0.07203747216560547,-0.41921925812981703,0.46913777434415843,0.01088757097235411,-0.36745255056359455,-0.14072620333187666,-0.04876397884165904,0.3970764114887284,0.14185468543689475,0.12303142627276813,-0.3634172710674157,-0.08093787390053395
10,-0.060405434074548854,0.7038355522068167,0.2999084624139465,-0.4800552897752009,0.10989128851226783,-0.014225585415213888,-0.24195136804390152,-0.04036404035540168,0.008171763315789669,0.07953951785325647,0.06366846237570788,0.04608694121181323,-0.25859016750930847,0.08107857630127652,0.06455289356424405,0.13393905662391525
11,-0.01953374943864495,-0.3642049215189745,-0.022111254363095918,-0.3214669992320537,0.017403694797828096,-0.4846735098859061,-0.36074177833583554,0.588139939694572,0.11999306114231431,-0.07140998015307093,0.048081559279988764,-0.09478111395187497,-0.11420822584191412,0.08196592652973339,0.028003257077785535,0.023443960193622073
12,0.013371164151960662,-0.06107685762602194,-0.01507104127331503,-0.13062149163341016,-0.016512173150644016,0.10712299417373228,0.0715049239585168,0.1448464919568064,-0.13483250866389715,0.42723899215782757,-0.05311030630835907,0.3325615325414751,-0.060592599285763174,0.039595052620138974,0.486990063989679,-0.620024901003772
13,0.030333544133931273,0.19894567373878633,0.013181896632932478,-0.0755667266613522,-0.030246637484943027,-0.1422686134155758,0.05047969792215849,-0.02021216827173686,-0.12829258546766967,-0.4964033937489933,0.40670097875054034,-0.3159274166744614,0.35872818951040736,-0.22959573235875147,0.3206834369601252,-0.34230883247555943
14,-0.008480728681525943,-0.040740648856404583,-0.034058939246932124,-0.12498766389270226,0.003831944900114566,0.20749738962399356,-0.06839465557906514,0.14185977910588565,0.09827333474548446,0.35544221930682424,0.6393364443671326,0.253640432462962,0.47700811265646836,-0.01404454072994923,-0.19842442543901948,0.1934602130222075
15,0.7245263180932774,5.844140226851597e-17,-0.1037449983338687,1.1612668080647235e-16,0.6813945917828405,1.6953508074573246e-16,1.697064563546304e-16,-2.332203262475055e-17,-1.4775022379830717e-16,-2.9778483650561324e-17,-1.7140176174069422e-16,8.56137512923266e-17,-1.862777577166726e-17,-8.74703224598974e-17,-3.484166756649551e-17,-6.633727643972735e-17
