"{3.8, 10.0--> 11.0}"
"{3.8, 10.0--> 15.0}"
"{3.8, 10.0--> 9.0}"
"{3.8, 13.0--> 12.0}"
"{3.8, 13.0--> 17.0}"
"{3.8, 13.0--> 5.0}"
"{3.8, 13.0--> 6.0}"
